event_id,game_id,display_name,source_page_url,source_role,source_title,section_heading
call_of_duty.the_jailbreak_event_allows_every_down_player_in_gulag_to_be_redeployed_into_the_map_other_players_are_notified_1_minute_before_the_jailbreak_happens,call_of_duty,The Jailbreak event allows every down player in Gulag to be redeployed into the map. Other players are notified 1 minute before the jailbreak happens.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Events[]
call_of_duty.the_lost_team,call_of_duty,The Lost Team,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_meeting_room_with_the_countdown_in_bunker_11,call_of_duty,The meeting room with the countdown in Bunker 11.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Bunkers[]
call_of_duty.the_prisoner_left_a_message,call_of_duty,The prisoner left a message...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_restock_event_resupplies_every_supply_box_which_can_be_opened_again,call_of_duty,The Restock event resupplies every Supply Box which can be opened again.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Events[]
call_of_duty.the_resurgence_event_allows_player_to_respawn_after_being_killed_as_long_as_one_of_their_teammates_are_alive,call_of_duty,The Resurgence event allows player to respawn after being killed as long as one of their teammates are alive.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Events[]
call_of_duty.the_shipment_was_tracked_to_the_stadium,call_of_duty,The shipment was tracked to the Stadium...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_sparks_epic_weapon_charm,call_of_duty,"""The Sparks"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.the_team_was_on_their_way_to_a_bunker,call_of_duty,The team was on their way to a bunker...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_titan_frenzy_event_was_a_limited_time_event_added_for_operation_monarch_it_made_kong_and_godzilla_become_enraged_and_to_attack_any_nearby_players_if_the_player_or_team_deals_the_most_damage_to_a_titan_they_will_receive_a_s_c_r_e_a_m_device,call_of_duty,"The Titan Frenzy event was a limited time event added for Operation Monarch . It made Kong and Godzilla become enraged and to attack any nearby players. If the player or team deals the most damage to a titan, they will receive a S.C.R.E.A.M. Device .",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Events[]
call_of_duty.the_uav_was_being_controlled_from_the_airport,call_of_duty,The UAV was being controlled from the airport.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_war_room,call_of_duty,The War Room,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_woodsman_epic_wyatt_operator_skin,call_of_duty,"""The Woodsman"" Epic Wyatt Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.there_was_a_broadcast_from_the_parking_structure,call_of_duty,There was a broadcast from the parking structure...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.there_was_an_inspection_scheduled_at_the_port,call_of_duty,There was an inspection scheduled at the port.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.there_were_survivors_of_the_helicopter_crash,call_of_duty,There were survivors of the helicopter crash...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.tiger_claw_epic_m16_weapon_blueprint,call_of_duty,"""Tiger Claw"" Epic M16 Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.tighten_the_noose,call_of_duty,Tighten the Noose,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.tooled_up_epic_lucas_operator_skin,call_of_duty,"""Tooled Up"" Epic Lucas Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.toothpick_epic_combat_knife_weapon_blueprint,call_of_duty,"""Toothpick"" Epic Combat Knife Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.track_star_epic_yegor_operator_skin,call_of_duty,"""Track Star"" Epic Yegor Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.ultra_unobtainable_from_ground_loot,call_of_duty,Ultra (Unobtainable from ground loot),https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Weapon Tiers[]
call_of_duty.uncommon_1_attachment,call_of_duty,Uncommon (1 attachment),https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Weapon Tiers[]
call_of_duty.using_at_least_3_uavs_at_a_time_grants_an_effect_similar_to_the_advanced_uav,call_of_duty,Using at least 3 UAVs at a time grants an effect similar to the Advanced UAV .,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Buy Station[]
call_of_duty.vanguard,call_of_duty,Vanguard[],https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.verdansk_84_at_the_start_of_season_three_of_black_ops_cold_war,call_of_duty,Verdansk '84 at the start of Season Three of Black Ops Cold War.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_84_during_season_five_of_black_ops_cold_war,call_of_duty,Verdansk '84 during Season Five of Black Ops Cold War.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_84_during_season_four_of_black_ops_cold_war,call_of_duty,Verdansk '84 during Season Four of Black Ops Cold War.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_84_during_season_six_of_black_ops_cold_war,call_of_duty,Verdansk '84 during Season Six of Black Ops Cold War.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_84_during_the_80s_action_heroes_event,call_of_duty,Verdansk '84 during the 80s Action Heroes event.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_at_launch,call_of_duty,Verdansk at launch.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_atc_reported_a_transponder_went_offline,call_of_duty,Verdansk ATC reported a transponder went offline...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.verdansk_during_season_five_of_modern_warfare,call_of_duty,Verdansk during Season Five of Modern Warfare.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_during_season_four_of_modern_warfare,call_of_duty,Verdansk during Season Four of Modern Warfare.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_during_season_one_of_black_ops_cold_war,call_of_duty,Verdansk during Season One of Black Ops Cold War.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdansk_during_season_two_of_black_ops_cold_war,call_of_duty,Verdansk during Season Two of Black Ops Cold War.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.verdnask_during_season_six_of_modern_warfare,call_of_duty,Verdnask during Season Six of Modern Warfare.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.videos,call_of_duty,Videos[],https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Videos[]
call_of_duty.warzone_pacific_logo,call_of_duty,Warzone Pacific logo.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Call of Duty: Vanguard|Warzone Pacific[]
call_of_duty.watery_grave_epic_emblem,call_of_duty,"""Watery Grave"" Epic Emblem",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.wisdom_seeker_legendary_watch,call_of_duty,"""Wisdom Seeker"" Legendary Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.working_hours_epic_watch,call_of_duty,"""Working Hours"" Epic Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.yellow_belly_legendary_m19_weapon_blueprint,call_of_duty,"""Yellow Belly"" Legendary M19 Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.z_and_perseus_wanted_more_power,call_of_duty,Z and Perseus wanted more power...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.z_hijacked_the_uav_signal_to_ignite_a_conflict,call_of_duty,Z hijacked the UAV signal to ignite a conflict.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.zakhaev_has_his_target,call_of_duty,Zakhaev has his target.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.zakhaev_was_using_an_office_in_the_prison,call_of_duty,Zakhaev was using an office in the prison...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
